skill_folder	source_repo	source_path
zyte-api-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/zyte-api-automation
zoho_mail-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/zoho_mail-automation
flexisign-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/flexisign-automation
prisma-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/prisma-automation
clickmeeting-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/clickmeeting-automation
rkvst-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/rkvst-automation
pingdom-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/pingdom-automation
googledocs-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/googledocs-automation
bunnycdn-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/bunnycdn-automation
better-proposals-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/better-proposals-automation
formsite-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/formsite-automation
chmeetings-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/chmeetings-automation
fireberry-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/fireberry-automation
folk-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/folk-automation
tally-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/tally-automation
cloudlayer-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/cloudlayer-automation
nocrm-io-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/nocrm-io-automation
slackbot-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/slackbot-automation
waboxapp-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/waboxapp-automation
rocketlane-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/rocketlane-automation
signpath-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/signpath-automation
extracta-ai-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/extracta-ai-automation
codeinterpreter-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/codeinterpreter-automation
canny-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/canny-automation
procfu-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/procfu-automation
apiflash-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/apiflash-automation
sensibo-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/sensibo-automation
facebook-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/facebook-automation
sslmate-cert-spotter-api-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/sslmate-cert-spotter-api-automation
gagelist-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/gagelist-automation
docnify-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/docnify-automation
findymail-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/findymail-automation
new_relic-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/new_relic-automation
mem-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/mem-automation
deepgram-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/deepgram-automation
ably-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/ably-automation
perigon-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/perigon-automation
composio-search-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/composio-search-automation
sendfox-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/sendfox-automation
sidetracker-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/sidetracker-automation
ascora-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/ascora-automation
mx-technologies-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/mx-technologies-automation
cloudflare-api-key-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/cloudflare-api-key-automation
neutrino-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/neutrino-automation
jotform-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/jotform-automation
blocknative-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/blocknative-automation
gan-ai-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/gan-ai-automation
adobe-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/adobe-automation
ip2location-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/ip2location-automation
campayn-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/campayn-automation
html-to-image-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/html-to-image-automation
appdrag-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/appdrag-automation
bigml-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/bigml-automation
yandex-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/yandex-automation
gong-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/gong-automation
fixer-io-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/fixer-io-automation
productlane-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/productlane-automation
enigma-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/enigma-automation
accelo-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/accelo-automation
feathery-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/feathery-automation
ahrefs-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/ahrefs-automation
v0-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/v0-automation
new-relic-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/new-relic-automation
ignisign-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/ignisign-automation
eventzilla-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/eventzilla-automation
many-chat-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/many-chat-automation
documint-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/documint-automation
tapfiliate-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/tapfiliate-automation
docugenerate-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/docugenerate-automation
blackboard-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/blackboard-automation
skyfire-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/skyfire-automation
hystruct-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/hystruct-automation
zoho-invoice-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/zoho-invoice-automation
weathermap-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/weathermap-automation
listclean-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/listclean-automation
convertapi-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/convertapi-automation
moneybird-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/moneybird-automation
workday-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/workday-automation
goodbits-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/goodbits-automation
heyzine-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/heyzine-automation
api-labz-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/api-labz-automation
firmao-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/firmao-automation
factorial-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/factorial-automation
serpdog-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/serpdog-automation
endorsal-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/endorsal-automation
sourcegraph-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/sourcegraph-automation
bubble-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/bubble-automation
blackbaud-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/blackbaud-automation
google-classroom-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/google-classroom-automation
mopinion-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/mopinion-automation
hypeauditor-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/hypeauditor-automation
zeplin-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/zeplin-automation
bugsnag-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/bugsnag-automation
safetyculture-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/safetyculture-automation
peopledatalabs-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/peopledatalabs-automation
storeganise-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/storeganise-automation
elevenlabs-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/elevenlabs-automation
honeyhive-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/honeyhive-automation
algodocs-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/algodocs-automation
veo-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/veo-automation
docmosis-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/docmosis-automation
googlebigquery-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/googlebigquery-automation
cardly-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/cardly-automation
page-x-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/page-x-automation
mem0-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/mem0-automation
kontent-ai-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/kontent-ai-automation
agenty-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/agenty-automation
toggl-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/toggl-automation
fixer-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/fixer-automation
parseur-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/parseur-automation
onedesk-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/onedesk-automation
splitwise-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/splitwise-automation
botsonic-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/botsonic-automation
eventee-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/eventee-automation
triggercmd-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/triggercmd-automation
mocean-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/mocean-automation
zenrows-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/zenrows-automation
webvizio-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/webvizio-automation
remove-bg-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/remove-bg-automation
happy-scribe-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/happy-scribe-automation
borneo-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/borneo-automation
ring-central-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/ring-central-automation
heygen-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/heygen-automation
remarkety-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/remarkety-automation
retellai-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/retellai-automation
linkup-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/linkup-automation
getform-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/getform-automation
signaturely-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/signaturely-automation
currents-api-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/currents-api-automation
news-api-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/news-api-automation
needle-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/needle-automation
auth0-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/auth0-automation
renderform-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/renderform-automation
altoviz-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/altoviz-automation
twitch-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/twitch-automation
conversion-tools-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/conversion-tools-automation
pipeline-crm-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/pipeline-crm-automation
snowflake-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/snowflake-automation
google_search_console-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/google_search_console-automation
graphhopper-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/graphhopper-automation
zerobounce-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/zerobounce-automation
passcreator-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/passcreator-automation
productboard-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/productboard-automation
interzoid-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/interzoid-automation
ring_central-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/ring_central-automation
scrapfly-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/scrapfly-automation
ynab-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/ynab-automation
lodgify-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/lodgify-automation
baserow-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/baserow-automation
apilio-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/apilio-automation
worksnaps-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/worksnaps-automation
digicert-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/digicert-automation
supadata-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/supadata-automation
finerworks-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/finerworks-automation
moosend-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/moosend-automation
onesignal-rest-api-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/onesignal-rest-api-automation
openai-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/openai-automation
encodian-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/encodian-automation
ayrshare-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/ayrshare-automation
signwell-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/signwell-automation
finage-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/finage-automation
ragic-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/ragic-automation
googleads-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/googleads-automation
felt-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/felt-automation
gemini-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/gemini-automation
google_classroom-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/google_classroom-automation
zoho-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/zoho-automation
beamer-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/beamer-automation
salesforce-service-cloud-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/salesforce-service-cloud-automation
phantombuster-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/phantombuster-automation
finmei-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/finmei-automation
smartrecruiters-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/smartrecruiters-automation
serpapi-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/serpapi-automation
googlecalendar-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/googlecalendar-automation
dynamics365-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/dynamics365-automation
webscraping-ai-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/webscraping-ai-automation
tomtom-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/tomtom-automation
classmarker-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/classmarker-automation
docker_hub-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/docker_hub-automation
sendloop-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/sendloop-automation
dripcel-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/dripcel-automation
genderapi-io-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/genderapi-io-automation
fingertip-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/fingertip-automation
process-street-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/process-street-automation
hashnode-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/hashnode-automation
microsoft_clarity-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/microsoft_clarity-automation
dotsimple-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/dotsimple-automation
abuselpdb-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/abuselpdb-automation
zoho_invoice-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/zoho_invoice-automation
hunter-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/hunter-automation
taggun-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/taggun-automation
appsflyer-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/appsflyer-automation
callerapi-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/callerapi-automation
pushbullet-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/pushbullet-automation
mailcheck-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/mailcheck-automation
aero-workflow-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/aero-workflow-automation
leverly-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/leverly-automation
nextdns-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/nextdns-automation
streamtime-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/streamtime-automation
googleslides-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/googleslides-automation
gigasheet-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/gigasheet-automation
census-bureau-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/census-bureau-automation
bidsketch-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/bidsketch-automation
neon-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/neon-automation
bolna-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/bolna-automation
optimoroute-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/optimoroute-automation
supportbee-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/supportbee-automation
docsumo-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/docsumo-automation
cdr-platform-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/cdr-platform-automation
y-gy-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/y-gy-automation
sympla-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/sympla-automation
conveyor-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/conveyor-automation
codereadr-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/codereadr-automation
boxhero-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/boxhero-automation
connecteam-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/connecteam-automation
mailboxlayer-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/mailboxlayer-automation
callingly-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/callingly-automation
formdesk-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/formdesk-automation
kraken-io-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/kraken-io-automation
seat-geek-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/seat-geek-automation
dadata-ru-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/dadata-ru-automation
ticktick-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/ticktick-automation
oncehub-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/oncehub-automation
dropbox-sign-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/dropbox-sign-automation
satismeter-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/satismeter-automation
cal-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/cal-automation
servicem8-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/servicem8-automation
callpage-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/callpage-automation
jigsawstack-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/jigsawstack-automation
emailoctopus-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/emailoctopus-automation
hackernews-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/hackernews-automation
zoho-bigin-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/zoho-bigin-automation
waiverfile-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/waiverfile-automation
doppler-secretops-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/doppler-secretops-automation
wit-ai-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/wit-ai-automation
gender-api-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/gender-api-automation
recruitee-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/recruitee-automation
shorten-rest-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/shorten-rest-automation
cloudconvert-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/cloudconvert-automation
postgrid-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/postgrid-automation
langbase-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/langbase-automation
resend-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/resend-automation
share_point-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/share_point-automation
survey-monkey-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/survey-monkey-automation
logo-dev-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/logo-dev-automation
simla-com-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/simla-com-automation
survey_monkey-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/survey_monkey-automation
brightdata-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/brightdata-automation
bigmailer-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/bigmailer-automation
faceup-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/faceup-automation
agiled-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/agiled-automation
fluxguard-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/fluxguard-automation
coupa-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/coupa-automation
fomo-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/fomo-automation
ritekit-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/ritekit-automation
zoho_books-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/zoho_books-automation
cloudcart-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/cloudcart-automation
leadfeeder-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/leadfeeder-automation
pdfmonkey-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/pdfmonkey-automation
securitytrails-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/securitytrails-automation
more-trees-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/more-trees-automation
breezy-hr-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/breezy-hr-automation
exa-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/exa-automation
loomio-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/loomio-automation
simplesat-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/simplesat-automation
fraudlabs-pro-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/fraudlabs-pro-automation
api2pdf-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/api2pdf-automation
stormglass-io-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/stormglass-io-automation
ocr-web-service-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/ocr-web-service-automation
google-address-validation-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/google-address-validation-automation
ashby-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/ashby-automation
googlephotos-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/googlephotos-automation
bench-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/bench-automation
polygon-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/polygon-automation
refiner-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/refiner-automation
apiverve-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/apiverve-automation
bitwarden-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/bitwarden-automation
breeze-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/breeze-automation
acculynx-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/acculynx-automation
stack-exchange-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/stack-exchange-automation
campaign-cleaner-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/campaign-cleaner-automation
open-sea-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/open-sea-automation
expofp-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/expofp-automation
screenshotone-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/screenshotone-automation
retently-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/retently-automation
icypeas-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/icypeas-automation
proofly-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/proofly-automation
mailsoftly-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/mailsoftly-automation
grist-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/grist-automation
lever-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/lever-automation
agility-cms-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/agility-cms-automation
textrazor-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/textrazor-automation
emelia-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/emelia-automation
wave-accounting-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/wave-accounting-automation
plasmic-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/plasmic-automation
astica-ai-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/astica-ai-automation
launch-darkly-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/launch-darkly-automation
helcim-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/helcim-automation
seismic-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/seismic-automation
identitycheck-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/identitycheck-automation
api-ninjas-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/api-ninjas-automation
fitbit-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/fitbit-automation
here-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/here-automation
chatwork-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/chatwork-automation
nano-nets-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/nano-nets-automation
excel-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/excel-automation
zoho_inventory-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/zoho_inventory-automation
eodhd-apis-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/eodhd-apis-automation
openweather-api-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/openweather-api-automation
mailcoach-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/mailcoach-automation
beeminder-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/beeminder-automation
cutt-ly-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/cutt-ly-automation
loyverse-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/loyverse-automation
segmetrics-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/segmetrics-automation
neverbounce-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/neverbounce-automation
cincopa-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/cincopa-automation
googlesuper-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/googlesuper-automation
parallel-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/parallel-automation
onepage-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/onepage-automation
affinda-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/affinda-automation
prismic-automation	awesome-claude-skills:composio	/tmp/acs/composio-skills/prismic-automation
